customer_id,segment_id,segment_name,loyalty_tier,uses_app,transaction_count,total_spend_npr,avg_order_value_npr,recency_days,scan_to_pay_rate,app_engagement_events,preferred_store_id,preferred_payment_method,favorite_subcategory
C0004483,1,Regular Digital Shoppers,Gold,False,3.0,13361.0,4453.666666666667,202,0.0,0.0,S03,Cash,Household
C0004484,1,Regular Digital Shoppers,Silver,True,5.0,20890.0,4178.0,324,1.0,19.0,S02,Khalti,Vegetables
C0004485,2,High Value Loyal Customers,Standard,True,1.0,9869.0,9869.0,259,1.0,16.0,S04,FonePay,Vegetables
C0004486,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,1276,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004487,1,Regular Digital Shoppers,Gold,True,1.0,3072.0,3072.0,808,1.0,9.0,S01,eSewa,Vegetables
C0004488,0,Occasional Traditional Shoppers,Standard,False,1.0,812.0,812.0,731,0.0,0.0,S01,Cash,Snacks
C0004489,1,Regular Digital Shoppers,Standard,True,1.0,446.0,446.0,383,1.0,1.0,S02,IME Pay,Household
C0004490,1,Regular Digital Shoppers,Gold,True,5.0,13777.0,2755.4,198,1.0,17.0,S01,Card,Personal
C0004491,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,452,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004492,1,Regular Digital Shoppers,Silver,True,1.0,6801.0,6801.0,177,1.0,3.0,S01,eSewa,Baby
C0004493,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1389,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004494,1,Regular Digital Shoppers,Silver,False,1.0,2515.0,2515.0,693,0.0,0.0,S04,eSewa,Spices
C0004495,1,Regular Digital Shoppers,Silver,False,6.0,23209.0,3868.1666666666665,34,0.0,0.0,S02,FonePay,Beverages
C0004496,1,Regular Digital Shoppers,Standard,True,1.0,3487.0,3487.0,209,1.0,3.0,S02,Card,Snacks
C0004497,1,Regular Digital Shoppers,Standard,False,1.0,8371.0,8371.0,430,0.0,0.0,S04,Khalti,Snacks
C0004498,1,Regular Digital Shoppers,Standard,True,2.0,2409.0,1204.5,492,1.0,1.0,S01,FonePay,Beverages
C0004499,0,Occasional Traditional Shoppers,Silver,True,0.0,0.0,0.0,939,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004500,1,Regular Digital Shoppers,Gold,True,2.0,5695.0,2847.5,113,1.0,10.0,S01,Card,Beverages
C0004501,1,Regular Digital Shoppers,Standard,True,1.0,1536.0,1536.0,185,1.0,0.0,S02,FonePay,Tea/Coffee
C0004502,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,361,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004503,1,Regular Digital Shoppers,Standard,False,1.0,2344.0,2344.0,450,0.0,0.0,S02,IME Pay,Vegetables
C0004504,1,Regular Digital Shoppers,Standard,False,3.0,24464.0,8154.666666666667,271,0.0,0.0,S01,Cash,Snacks
C0004505,1,Regular Digital Shoppers,Silver,True,3.0,1777.0,592.3333333333334,264,1.0,6.0,S03,Card,Bakery
C0004506,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,592,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004507,2,High Value Loyal Customers,Gold,True,10.0,26669.0,2666.9,3,0.9,29.0,S02,IME Pay,Snacks
C0004508,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,450,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004509,1,Regular Digital Shoppers,Platinum,True,1.0,8606.0,8606.0,695,1.0,3.0,S02,eSewa,Spices
C0004510,1,Regular Digital Shoppers,Standard,True,1.0,5283.0,5283.0,465,1.0,3.0,S01,Card,Dairy
C0004511,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,1276,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004512,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,1085,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004513,2,High Value Loyal Customers,Silver,False,8.0,53287.0,6660.875,35,0.0,0.0,S02,Cash,Dairy
C0004514,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,590,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004515,2,High Value Loyal Customers,Standard,True,4.0,52786.0,13196.5,134,1.0,25.0,S03,Card,Snacks
C0004516,1,Regular Digital Shoppers,Standard,True,2.0,10969.0,5484.5,59,0.5,17.0,S04,Cash,Snacks
C0004517,2,High Value Loyal Customers,Gold,True,1.0,21530.0,21530.0,136,1.0,14.0,S01,FonePay,Beverages
C0004518,0,Occasional Traditional Shoppers,Silver,False,0.0,0.0,0.0,1489,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004519,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,989,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004520,2,High Value Loyal Customers,Gold,False,5.0,37065.0,7413.0,261,0.0,0.0,S01,Cash,Household
C0004521,2,High Value Loyal Customers,Gold,True,4.0,38162.0,9540.5,295,1.0,24.0,S06,Khalti,Vegetables
C0004522,1,Regular Digital Shoppers,Standard,False,1.0,16714.0,16714.0,471,0.0,0.0,S06,Cash,Snacks
C0004523,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,785,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004524,0,Occasional Traditional Shoppers,Silver,True,0.0,0.0,0.0,384,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004525,2,High Value Loyal Customers,Gold,True,3.0,67643.0,22547.666666666668,479,1.0,47.0,S01,Card,Household
C0004526,0,Occasional Traditional Shoppers,Silver,True,0.0,0.0,0.0,1121,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004527,2,High Value Loyal Customers,Gold,True,11.0,74717.0,6792.454545454545,51,1.0,63.0,S01,IME Pay,Household
C0004528,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1450,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004529,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,1384,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004530,2,High Value Loyal Customers,Standard,True,4.0,28388.0,7097.0,281,1.0,21.0,S02,IME Pay,Household
C0004531,1,Regular Digital Shoppers,Standard,False,3.0,5815.0,1938.3333333333333,93,0.0,0.0,S08,Khalti,Vegetables
C0004532,0,Occasional Traditional Shoppers,Silver,True,0.0,0.0,0.0,383,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004533,1,Regular Digital Shoppers,Gold,False,4.0,18967.0,4741.75,272,0.0,0.0,S07,Cash,Household
C0004534,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1089,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004535,1,Regular Digital Shoppers,Silver,True,3.0,7872.0,2624.0,200,1.0,11.0,S05,Card,Vegetables
C0004536,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,582,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004537,1,Regular Digital Shoppers,Standard,False,2.0,20737.0,10368.5,116,0.0,0.0,S02,FonePay,Vegetables
C0004538,1,Regular Digital Shoppers,Standard,True,2.0,16028.0,8014.0,101,1.0,14.0,S04,FonePay,Household
C0004539,2,High Value Loyal Customers,Silver,True,11.0,90188.0,8198.90909090909,206,1.0,76.0,S01,FonePay,Household
C0004540,1,Regular Digital Shoppers,Gold,False,1.0,6537.0,6537.0,254,0.0,0.0,S08,Khalti,Confectionery
C0004541,1,Regular Digital Shoppers,Standard,False,1.0,5369.0,5369.0,57,0.0,0.0,S03,Cash,Personal
C0004542,1,Regular Digital Shoppers,Standard,True,2.0,15415.0,7707.5,134,0.5,12.0,S03,Cash,Beverages
C0004543,1,Regular Digital Shoppers,Gold,True,1.0,5164.0,5164.0,377,1.0,1.0,S05,Card,Household
C0004544,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1376,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004545,1,Regular Digital Shoppers,Silver,False,3.0,36353.0,12117.666666666666,10,0.0,0.0,S02,Cash,Snacks
C0004546,2,High Value Loyal Customers,Silver,True,3.0,18427.0,6142.333333333333,65,1.0,26.0,S05,eSewa,Vegetables
C0004547,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,610,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004548,1,Regular Digital Shoppers,Standard,True,2.0,15494.0,7747.0,303,1.0,8.0,S05,IME Pay,Household
C0004549,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1496,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004550,2,High Value Loyal Customers,Standard,True,1.0,20183.0,20183.0,777,1.0,3.0,S03,FonePay,Beverages
C0004551,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,823,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004552,1,Regular Digital Shoppers,Silver,False,1.0,880.0,880.0,688,0.0,0.0,S03,Cash,Bakery
C0004553,1,Regular Digital Shoppers,Silver,False,1.0,163.0,163.0,436,0.0,0.0,S08,Cash,Snacks
C0004554,2,High Value Loyal Customers,Standard,True,5.0,32811.0,6562.2,105,1.0,29.0,S07,FonePay,Staples
C0004555,1,Regular Digital Shoppers,Standard,False,6.0,20756.0,3459.3333333333335,83,0.0,0.0,S03,Cash,Vegetables
C0004556,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,1129,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004557,1,Regular Digital Shoppers,Platinum,False,4.0,10871.0,2717.75,59,0.0,0.0,S03,Cash,Snacks
C0004558,1,Regular Digital Shoppers,Standard,True,1.0,1589.0,1589.0,17,1.0,0.0,S07,eSewa,Baby
C0004559,1,Regular Digital Shoppers,Standard,True,2.0,9972.0,4986.0,53,1.0,20.0,S03,Card,Snacks
C0004560,1,Regular Digital Shoppers,Standard,False,2.0,14194.0,7097.0,489,0.0,0.0,S01,eSewa,Personal
C0004561,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,1240,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004562,1,Regular Digital Shoppers,Silver,True,1.0,11088.0,11088.0,344,1.0,10.0,S06,Khalti,Beverages
C0004563,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,522,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004564,1,Regular Digital Shoppers,Silver,False,4.0,17161.0,4290.25,601,0.0,0.0,S01,Cash,Household
C0004565,1,Regular Digital Shoppers,Standard,True,3.0,10775.0,3591.6666666666665,563,0.6666666666666666,8.0,S03,Cash,Snacks
C0004566,2,High Value Loyal Customers,Gold,True,2.0,42827.0,21413.5,548,1.0,18.0,S04,Card,Personal
C0004567,0,Occasional Traditional Shoppers,Silver,True,0.0,0.0,0.0,854,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004568,1,Regular Digital Shoppers,Standard,True,3.0,10792.0,3597.3333333333335,444,1.0,11.0,S02,IME Pay,Household
C0004569,1,Regular Digital Shoppers,Standard,True,1.0,7278.0,7278.0,665,1.0,18.0,S02,Card,Household
C0004570,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1468,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004571,2,High Value Loyal Customers,Gold,True,1.0,12351.0,12351.0,489,1.0,12.0,S04,IME Pay,Snacks
C0004572,1,Regular Digital Shoppers,Gold,True,3.0,13059.0,4353.0,282,1.0,21.0,S08,eSewa,Snacks
C0004573,1,Regular Digital Shoppers,Standard,True,1.0,14569.0,14569.0,803,1.0,12.0,S03,FonePay,Dairy
C0004574,1,Regular Digital Shoppers,Standard,False,3.0,19250.0,6416.666666666667,143,0.0,0.0,S05,ConnectIPS,Baby
C0004575,0,Occasional Traditional Shoppers,Silver,True,0.0,0.0,0.0,1411,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004576,1,Regular Digital Shoppers,Standard,False,3.0,25774.0,8591.333333333334,141,0.0,0.0,S03,Card,Dairy
C0004577,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,929,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004578,2,High Value Loyal Customers,Silver,True,6.0,46174.0,7695.666666666667,192,0.8333333333333334,42.0,S01,Card,Vegetables
C0004579,1,Regular Digital Shoppers,Standard,False,2.0,7291.0,3645.5,198,0.0,0.0,S01,Cash,Beverages
C0004580,2,High Value Loyal Customers,Platinum,False,7.0,46391.0,6627.285714285715,5,0.0,0.0,S01,eSewa,Household
C0004581,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1025,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004582,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1154,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004583,2,High Value Loyal Customers,Silver,True,4.0,38811.0,9702.75,304,1.0,21.0,S07,eSewa,Beverages
C0004584,1,Regular Digital Shoppers,Platinum,True,2.0,3865.0,1932.5,80,1.0,2.0,S01,FonePay,Tea/Coffee
C0004585,1,Regular Digital Shoppers,Standard,False,2.0,8813.0,4406.5,67,0.0,0.0,S02,Cash,Personal
C0004586,2,High Value Loyal Customers,Standard,True,1.0,42233.0,42233.0,173,1.0,6.0,S02,Khalti,Snacks
C0004587,2,High Value Loyal Customers,Standard,True,3.0,30744.0,10248.0,416,1.0,19.0,S02,IME Pay,Vegetables
C0004588,0,Occasional Traditional Shoppers,Silver,True,0.0,0.0,0.0,1005,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004589,0,Occasional Traditional Shoppers,Silver,False,0.0,0.0,0.0,669,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004590,1,Regular Digital Shoppers,Silver,True,1.0,10118.0,10118.0,318,1.0,10.0,S07,Khalti,Staples
C0004591,2,High Value Loyal Customers,Gold,True,2.0,16664.0,8332.0,544,1.0,15.0,S04,IME Pay,Snacks
C0004592,2,High Value Loyal Customers,Silver,True,1.0,33327.0,33327.0,2,1.0,16.0,S05,eSewa,Beverages
C0004593,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,932,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004594,1,Regular Digital Shoppers,Platinum,True,1.0,2393.0,2393.0,434,1.0,4.0,S01,IME Pay,Dairy
C0004595,2,High Value Loyal Customers,Gold,False,7.0,60161.0,8594.42857142857,6,0.0,0.0,S07,Cash,Vegetables
C0004596,0,Occasional Traditional Shoppers,Silver,False,0.0,0.0,0.0,737,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004597,2,High Value Loyal Customers,Silver,True,4.0,27892.0,6973.0,26,1.0,19.0,S02,Khalti,Household
C0004598,2,High Value Loyal Customers,Gold,False,7.0,71989.0,10284.142857142857,58,0.0,0.0,S03,eSewa,Beverages
C0004599,1,Regular Digital Shoppers,Standard,True,2.0,4466.0,2233.0,31,0.5,9.0,S02,Cash,Snacks
C0004600,2,High Value Loyal Customers,Silver,False,7.0,73386.0,10483.714285714286,83,0.0,0.0,S07,Cash,Vegetables
C0004601,1,Regular Digital Shoppers,Standard,True,1.0,1573.0,1573.0,218,1.0,2.0,S01,Khalti,Beverages
C0004602,1,Regular Digital Shoppers,Standard,False,1.0,2678.0,2678.0,30,0.0,0.0,S07,eSewa,Snacks
C0004603,0,Occasional Traditional Shoppers,Gold,True,0.0,0.0,0.0,861,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004604,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,986,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004605,2,High Value Loyal Customers,Standard,True,1.0,16674.0,16674.0,359,1.0,12.0,S04,eSewa,Vegetables
C0004606,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,370,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004607,2,High Value Loyal Customers,Standard,True,5.0,23340.0,4668.0,177,1.0,26.0,S04,Khalti,Household
C0004608,2,High Value Loyal Customers,Standard,True,2.0,35362.0,17681.0,364,0.5,20.0,S02,Cash,Dairy
C0004609,1,Regular Digital Shoppers,Standard,True,1.0,4623.0,4623.0,367,1.0,9.0,S06,Khalti,Tea/Coffee
C0004610,1,Regular Digital Shoppers,Gold,False,2.0,6122.0,3061.0,493,0.0,0.0,S07,FonePay,Household
C0004611,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,940,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004612,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,1170,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004613,0,Occasional Traditional Shoppers,Gold,True,0.0,0.0,0.0,1100,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004614,2,High Value Loyal Customers,Standard,True,2.0,32640.0,16320.0,101,1.0,24.0,S03,IME Pay,Household
C0004615,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1452,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004616,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,744,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004617,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1321,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004618,1,Regular Digital Shoppers,Platinum,False,3.0,6066.0,2022.0,488,0.0,0.0,S03,Cash,Dairy
C0004619,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,1233,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004620,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,612,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004621,1,Regular Digital Shoppers,Silver,True,1.0,7226.0,7226.0,508,1.0,5.0,S05,Card,Beverages
C0004622,1,Regular Digital Shoppers,Standard,True,1.0,2122.0,2122.0,706,1.0,3.0,S05,eSewa,Bakery
C0004623,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,1226,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004624,0,Occasional Traditional Shoppers,Silver,True,0.0,0.0,0.0,891,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004625,1,Regular Digital Shoppers,Standard,False,2.0,5576.0,2788.0,342,0.0,0.0,S06,Cash,Vegetables
C0004626,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,1162,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004627,1,Regular Digital Shoppers,Standard,False,1.0,10834.0,10834.0,415,0.0,0.0,S05,IME Pay,Dairy
C0004628,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,717,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004629,0,Occasional Traditional Shoppers,Silver,True,0.0,0.0,0.0,488,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004630,0,Occasional Traditional Shoppers,Silver,False,0.0,0.0,0.0,1090,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004631,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1120,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004632,2,High Value Loyal Customers,Standard,True,2.0,26582.0,13291.0,310,1.0,30.0,S01,Card,Snacks
C0004633,1,Regular Digital Shoppers,Silver,True,2.0,15075.0,7537.5,643,1.0,20.0,S01,Card,Snacks
C0004634,0,Occasional Traditional Shoppers,Gold,False,0.0,0.0,0.0,780,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004635,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,618,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004636,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,529,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004637,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1384,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004638,1,Regular Digital Shoppers,Silver,True,3.0,10573.0,3524.3333333333335,205,1.0,19.0,S07,Card,Tea/Coffee
C0004639,1,Regular Digital Shoppers,Standard,True,1.0,1666.0,1666.0,654,1.0,1.0,S01,IME Pay,Vegetables
C0004640,2,High Value Loyal Customers,Standard,True,3.0,51684.0,17228.0,495,1.0,16.0,S08,Card,Snacks
C0004641,1,Regular Digital Shoppers,Standard,True,1.0,1232.0,1232.0,447,1.0,3.0,S05,Khalti,Bakery
C0004642,1,Regular Digital Shoppers,Standard,True,2.0,14151.0,7075.5,136,1.0,14.0,S07,FonePay,Household
C0004643,1,Regular Digital Shoppers,Silver,True,3.0,35457.0,11819.0,98,1.0,10.0,S04,IME Pay,Vegetables
C0004644,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,851,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004645,0,Occasional Traditional Shoppers,Standard,False,1.0,541.0,541.0,564,0.0,0.0,S07,Khalti,Tea/Coffee
C0004646,1,Regular Digital Shoppers,Gold,False,1.0,11173.0,11173.0,544,0.0,0.0,S02,Cash,Dairy
C0004647,2,High Value Loyal Customers,Standard,True,2.0,15918.0,7959.0,9,0.5,14.0,S05,Card,Snacks
C0004648,2,High Value Loyal Customers,Standard,True,3.0,21718.0,7239.333333333333,24,1.0,18.0,S02,Card,Snacks
C0004649,1,Regular Digital Shoppers,Silver,False,1.0,7513.0,7513.0,292,0.0,0.0,S04,Khalti,Dairy
C0004650,0,Occasional Traditional Shoppers,Silver,False,0.0,0.0,0.0,693,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004651,1,Regular Digital Shoppers,Standard,False,2.0,4688.0,2344.0,192,0.0,0.0,S04,Cash,Personal
C0004652,1,Regular Digital Shoppers,Gold,False,2.0,7976.0,3988.0,324,0.0,0.0,S05,Cash,Personal
C0004653,1,Regular Digital Shoppers,Standard,True,2.0,2861.0,1430.5,340,1.0,3.0,S01,FonePay,Dairy
C0004654,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,964,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004655,2,High Value Loyal Customers,Platinum,True,19.0,129375.0,6809.210526315789,42,0.8947368421052632,113.0,S01,IME Pay,Vegetables
C0004656,2,High Value Loyal Customers,Standard,True,2.0,32367.0,16183.5,583,0.5,18.0,S01,Card,Vegetables
C0004657,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,535,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004658,2,High Value Loyal Customers,Standard,True,3.0,37409.0,12469.666666666666,78,1.0,28.0,S04,IME Pay,Beverages
C0004659,2,High Value Loyal Customers,Gold,True,4.0,25125.0,6281.25,520,0.75,17.0,S04,Card,Snacks
C0004660,1,Regular Digital Shoppers,Standard,False,1.0,1757.0,1757.0,444,0.0,0.0,S07,Khalti,Sauces
C0004661,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1176,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004662,1,Regular Digital Shoppers,Silver,False,1.0,5077.0,5077.0,458,0.0,0.0,S03,Khalti,Household
C0004663,2,High Value Loyal Customers,Standard,False,3.0,58150.0,19383.333333333332,247,0.0,0.0,S03,IME Pay,Snacks
C0004664,2,High Value Loyal Customers,Standard,True,1.0,11137.0,11137.0,408,1.0,16.0,S02,Card,Snacks
C0004665,1,Regular Digital Shoppers,Silver,False,2.0,3259.0,1629.5,373,0.0,0.0,S03,Khalti,Baby
C0004666,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,805,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004667,1,Regular Digital Shoppers,Standard,False,1.0,10940.0,10940.0,457,0.0,0.0,S03,Card,Dairy
C0004668,2,High Value Loyal Customers,Silver,True,7.0,37705.0,5386.428571428572,71,0.8571428571428571,40.0,S04,Card,Household
C0004669,1,Regular Digital Shoppers,Gold,False,4.0,13031.0,3257.75,45,0.0,0.0,S02,FonePay,Baby
C0004670,1,Regular Digital Shoppers,Standard,True,1.0,4280.0,4280.0,664,1.0,5.0,S08,IME Pay,Vegetables
C0004671,1,Regular Digital Shoppers,Standard,True,1.0,1961.0,1961.0,705,1.0,1.0,S05,FonePay,Household
C0004672,1,Regular Digital Shoppers,Standard,True,2.0,15403.0,7701.5,489,1.0,12.0,S01,FonePay,Snacks
C0004673,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1147,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004674,1,Regular Digital Shoppers,Silver,True,1.0,1042.0,1042.0,124,1.0,1.0,S08,FonePay,Vegetables
C0004675,1,Regular Digital Shoppers,Gold,False,5.0,6225.0,1245.0,313,0.0,0.0,S03,Khalti,Snacks
C0004676,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,983,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004677,1,Regular Digital Shoppers,Standard,False,1.0,1895.0,1895.0,534,0.0,0.0,S01,eSewa,Household
C0004678,0,Occasional Traditional Shoppers,Silver,True,0.0,0.0,0.0,822,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004679,1,Regular Digital Shoppers,Standard,True,2.0,4046.0,2023.0,765,1.0,5.0,S03,IME Pay,Personal
C0004680,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,955,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004681,2,High Value Loyal Customers,Standard,False,1.0,33822.0,33822.0,150,0.0,0.0,S05,Cash,Snacks
C0004682,2,High Value Loyal Customers,Gold,False,3.0,40216.0,13405.333333333334,304,0.0,0.0,S04,Card,Vegetables
C0004683,2,High Value Loyal Customers,Silver,False,5.0,43541.0,8708.2,44,0.0,0.0,S01,Khalti,Vegetables
C0004684,1,Regular Digital Shoppers,Standard,True,1.0,10528.0,10528.0,521,1.0,12.0,S03,eSewa,Snacks
C0004685,2,High Value Loyal Customers,Gold,True,3.0,29100.0,9700.0,124,1.0,15.0,S03,IME Pay,Snacks
C0004686,1,Regular Digital Shoppers,Standard,True,1.0,5216.0,5216.0,641,1.0,1.0,S06,Card,Dairy
C0004687,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,389,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004688,1,Regular Digital Shoppers,Silver,True,5.0,14073.0,2814.6,153,1.0,11.0,S05,Card,Household
C0004689,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,1438,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004690,1,Regular Digital Shoppers,Silver,False,1.0,2008.0,2008.0,460,0.0,0.0,S07,Cash,Household
C0004691,1,Regular Digital Shoppers,Standard,False,1.0,8229.0,8229.0,670,0.0,0.0,S02,eSewa,Dairy
C0004692,1,Regular Digital Shoppers,Standard,True,1.0,8773.0,8773.0,744,1.0,12.0,S01,Card,Personal
C0004693,1,Regular Digital Shoppers,Standard,False,1.0,11860.0,11860.0,423,0.0,0.0,S05,FonePay,Tea/Coffee
C0004694,1,Regular Digital Shoppers,Silver,True,2.0,14825.0,7412.5,2,1.0,10.0,S02,Khalti,Personal
C0004695,1,Regular Digital Shoppers,Standard,False,2.0,14986.0,7493.0,479,0.0,0.0,S02,FonePay,Household
C0004696,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,727,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004697,2,High Value Loyal Customers,Silver,False,8.0,66277.0,8284.625,136,0.0,0.0,S03,Cash,Personal
C0004698,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,670,0.0,0.0,No Purchase,No Purchase,No Purchase
C0004699,1,Regular Digital Shoppers,Gold,True,2.0,4864.0,2432.0,473,1.0,6.0,S01,Card,Personal
C0004700,1,Regular Digital Shoppers,Silver,True,3.0,11479.0,3826.3333333333335,35,0.6666666666666666,16.0,S07,Cash,Snacks
