payment_event_id,transaction_id,attempt_number,payment_method,attempt_timestamp,latency_ms,status,amount_npr
PE000014406,T00013617,1,FonePay,2025-07-18 20:02:12,609,success,10512
PE000014407,T00013618,1,FonePay,2025-10-22 16:55:46,1654,success,360
PE000014408,T00013619,1,Khalti,2025-05-23 12:50:28,1101,success,7232
PE000014409,T00013620,1,FonePay,2024-04-07 16:38:36,1971,retry,5293
PE000014410,T00013620,2,FonePay,2024-04-07 16:38:42,1015,success,5293
PE000014411,T00013621,1,Cash,2024-10-09 18:04:21,1169,success,1640
PE000014412,T00013622,1,Cash,2024-02-26 17:17:46,837,success,4084
PE000014413,T00013623,1,FonePay,2025-04-03 10:21:12,927,success,4360
PE000014414,T00013624,1,eSewa,2025-05-08 11:07:48,2213,success,1011
PE000014415,T00013625,1,IME Pay,2025-08-25 11:07:24,1754,success,14988
PE000014416,T00013626,1,Khalti,2025-02-22 18:12:06,612,success,1232
PE000014417,T00013627,1,Card,2025-02-10 16:33:08,994,success,3842
PE000014418,T00013628,1,FonePay,2024-05-25 14:31:11,2098,success,582
PE000014419,T00013629,1,IME Pay,2025-07-09 11:21:08,1760,success,4673
PE000014420,T00013630,1,Card,2026-03-21 13:34:34,1972,success,9560
PE000014421,T00013631,1,IME Pay,2025-12-04 20:40:18,1567,success,7203
PE000014422,T00013632,1,FonePay,2025-01-07 17:29:18,2242,success,2644
PE000014423,T00013633,1,Card,2024-08-24 20:37:57,1298,success,694
PE000014424,T00013634,1,Khalti,2024-12-01 17:39:25,1659,success,2112
PE000014425,T00013635,1,Khalti,2025-09-06 11:32:17,1005,success,2872
PE000014426,T00013636,1,Card,2025-06-28 15:06:38,520,success,4778
PE000014427,T00013637,1,Khalti,2024-07-11 17:02:37,611,success,549
PE000014428,T00013638,1,Khalti,2024-12-26 17:13:26,2518,success,2454
PE000014429,T00013639,1,Cash,2025-06-26 15:43:05,1474,success,454
PE000014430,T00013640,1,Card,2025-12-25 14:07:58,1304,success,2124
PE000014431,T00013641,1,Khalti,2024-04-08 19:14:52,1602,success,285
PE000014432,T00013642,1,eSewa,2025-02-23 14:11:20,402,success,1203
PE000014433,T00013643,1,Card,2024-01-19 21:09:07,2077,success,8985
PE000014434,T00013644,1,FonePay,2024-03-11 15:22:57,1819,success,5189
PE000014435,T00013645,1,Khalti,2025-01-20 14:51:13,2044,success,3261
PE000014436,T00013646,1,Khalti,2024-07-20 14:41:52,1053,success,11929
PE000014437,T00013647,1,Card,2025-01-19 10:10:36,883,success,7603
PE000014438,T00013648,1,FonePay,2025-02-24 16:35:44,1614,success,10930
PE000014439,T00013649,1,Khalti,2025-03-29 08:10:40,1328,success,4113
PE000014440,T00013650,1,Cash,2025-07-13 17:54:54,800,success,6372
PE000014441,T00013651,1,IME Pay,2024-01-30 18:20:02,1309,success,560
PE000014442,T00013652,1,FonePay,2025-07-14 16:45:12,1060,retry,1697
PE000014443,T00013652,2,FonePay,2025-07-14 16:45:18,970,success,1697
PE000014444,T00013653,1,Khalti,2024-09-07 17:31:52,283,success,1809
PE000014445,T00013654,1,Card,2024-08-04 12:33:16,2680,success,973
PE000014446,T00013655,1,FonePay,2026-01-11 15:32:25,1359,success,3523
PE000014447,T00013656,1,FonePay,2025-05-26 18:01:17,454,success,1333
PE000014448,T00013657,1,FonePay,2024-05-10 21:59:48,1733,success,16026
PE000014449,T00013658,1,Khalti,2024-10-10 15:09:35,1774,success,8968
PE000014450,T00013659,1,FonePay,2024-07-18 11:05:25,1246,success,29877
PE000014451,T00013660,1,eSewa,2025-12-24 17:46:15,1507,success,64
PE000014452,T00013661,1,Khalti,2024-11-01 19:27:19,776,success,2033
PE000014453,T00013662,1,eSewa,2024-07-11 19:09:13,1368,success,13009
PE000014454,T00013663,1,Khalti,2025-12-17 16:31:25,1697,success,273
PE000014455,T00013664,1,IME Pay,2025-02-21 19:55:24,2914,retry,6422
PE000014456,T00013664,2,IME Pay,2025-02-21 19:55:30,1548,success,6422
PE000014457,T00013665,1,eSewa,2024-08-18 17:27:53,2611,success,7382
PE000014458,T00013666,1,Cash,2024-05-27 16:16:00,2004,success,11106
PE000014459,T00013667,1,FonePay,2025-08-22 20:02:05,1565,success,7990
PE000014460,T00013668,1,ConnectIPS,2024-03-17 14:47:30,2414,success,8432
PE000014461,T00013669,1,Cash,2024-09-23 09:42:25,2311,success,21217
PE000014462,T00013670,1,eSewa,2024-06-27 17:10:13,1322,success,3857
PE000014463,T00013671,1,Cash,2024-04-01 17:35:18,854,success,9645
PE000014464,T00013672,1,Khalti,2026-01-31 22:17:10,951,success,7582
PE000014465,T00013673,1,eSewa,2024-02-18 19:22:20,1070,retry,333
PE000014466,T00013673,2,eSewa,2024-02-18 19:22:26,1889,success,333
PE000014467,T00013674,1,Card,2024-01-28 20:16:56,2085,success,10504
PE000014468,T00013675,1,Cash,2026-02-11 15:21:31,1443,success,15228
PE000014469,T00013676,1,IME Pay,2024-01-28 16:19:34,607,success,4565
PE000014470,T00013677,1,Khalti,2025-01-30 18:32:43,2131,success,3544
PE000014471,T00013678,1,Khalti,2025-12-26 15:59:28,1249,retry,10888
PE000014472,T00013678,2,Khalti,2025-12-26 15:59:34,1342,success,10888
PE000014473,T00013679,1,IME Pay,2024-05-22 19:26:14,1685,success,2774
PE000014474,T00013680,1,FonePay,2024-03-03 19:15:21,1709,success,851
PE000014475,T00013681,1,Card,2024-08-06 19:33:53,1170,success,5800
PE000014476,T00013682,1,Cash,2024-07-14 12:53:26,1400,success,13798
PE000014477,T00013683,1,eSewa,2025-11-09 19:11:59,1325,success,8367
PE000014478,T00013684,1,Card,2025-08-22 15:49:20,1083,retry,2041
PE000014479,T00013684,2,Card,2025-08-22 15:49:26,592,retry,2041
PE000014480,T00013684,3,Card,2025-08-22 15:49:32,736,success,2041
PE000014481,T00013685,1,Khalti,2024-06-28 10:09:32,528,success,1035
PE000014482,T00013686,1,eSewa,2024-05-20 17:18:13,2213,success,1314
PE000014483,T00013687,1,Cash,2026-03-04 17:09:08,1901,success,35090
PE000014484,T00013688,1,eSewa,2026-03-21 12:16:44,1779,success,3463
PE000014485,T00013689,1,FonePay,2025-11-10 18:29:35,1485,success,8450
PE000014486,T00013690,1,eSewa,2025-11-04 10:00:10,1894,success,13471
PE000014487,T00013691,1,eSewa,2025-05-15 12:15:35,2141,success,15490
PE000014488,T00013692,1,Card,2026-02-07 18:28:59,645,success,2408
PE000014489,T00013693,1,eSewa,2025-04-19 16:09:32,907,success,1198
PE000014490,T00013694,1,Card,2024-05-05 16:54:02,1116,success,2188
PE000014491,T00013695,1,Khalti,2024-04-21 22:37:50,1364,success,8524
PE000014492,T00013696,1,Khalti,2026-01-17 20:19:54,2270,success,12255
PE000014493,T00013697,1,eSewa,2025-02-01 14:00:23,379,success,4180
PE000014494,T00013698,1,FonePay,2024-08-12 18:22:50,2262,success,15693
PE000014495,T00013699,1,Khalti,2024-11-24 17:18:56,966,retry,29148
PE000014496,T00013699,2,Khalti,2024-11-24 17:19:02,1685,success,29148
PE000014497,T00013700,1,IME Pay,2025-01-14 15:14:40,914,success,2893
PE000014498,T00013701,1,FonePay,2025-02-17 21:11:59,2107,success,1382
PE000014499,T00013702,1,FonePay,2025-10-18 17:14:40,1755,success,10554
PE000014500,T00013703,1,FonePay,2025-10-31 20:24:48,120,retry,201
PE000014501,T00013703,2,FonePay,2025-10-31 20:24:54,1471,success,201
PE000014502,T00013704,1,IME Pay,2024-02-18 20:36:31,1231,success,3138
PE000014503,T00013705,1,Khalti,2026-01-28 15:26:11,1714,success,21647
PE000014504,T00013706,1,Khalti,2026-03-07 11:10:12,2646,success,338
PE000014505,T00013707,1,Khalti,2025-12-05 09:24:30,1292,success,10323
PE000014506,T00013708,1,Card,2025-01-11 18:16:58,682,success,5052
PE000014507,T00013709,1,eSewa,2025-10-07 14:33:11,2220,success,5826
PE000014508,T00013710,1,eSewa,2024-07-24 17:14:45,2258,success,10195
PE000014509,T00013711,1,FonePay,2024-09-14 18:10:59,1553,success,185
PE000014510,T00013712,1,Card,2025-03-07 18:43:24,120,success,6620
PE000014511,T00013713,1,Khalti,2025-10-01 18:21:12,2033,success,2393
PE000014512,T00013714,1,Khalti,2024-09-29 19:27:02,1189,success,1521
PE000014513,T00013715,1,Card,2026-01-18 11:42:43,1304,success,4916
PE000014514,T00013716,1,FonePay,2025-08-16 07:38:41,780,success,879
PE000014515,T00013717,1,eSewa,2024-04-01 16:30:19,765,success,1462
PE000014516,T00013718,1,FonePay,2025-06-09 19:54:24,871,success,4401
PE000014517,T00013719,1,Khalti,2024-12-24 08:58:17,2137,success,4410
PE000014518,T00013720,1,Khalti,2025-08-02 10:22:46,1163,success,2791
PE000014519,T00013721,1,eSewa,2025-08-09 08:43:07,1182,success,2735
PE000014520,T00013722,1,eSewa,2024-03-23 18:45:54,226,success,4398
PE000014521,T00013723,1,FonePay,2024-08-23 12:26:28,1589,retry,8824
PE000014522,T00013723,2,FonePay,2024-08-23 12:26:34,2355,success,8824
PE000014523,T00013724,1,FonePay,2024-04-10 17:27:05,1294,success,19636
PE000014524,T00013725,1,eSewa,2025-11-29 14:00:43,519,success,1411
PE000014525,T00013726,1,Card,2024-10-05 18:21:31,927,success,8450
PE000014526,T00013727,1,eSewa,2025-01-10 07:43:38,322,success,3078
PE000014527,T00013728,1,eSewa,2024-11-17 18:14:56,444,success,14561
PE000014528,T00013729,1,IME Pay,2024-09-27 19:05:11,1099,retry,2623
PE000014529,T00013729,2,IME Pay,2024-09-27 19:05:17,907,success,2623
PE000014530,T00013730,1,Cash,2025-09-16 15:39:39,1170,success,10623
PE000014531,T00013731,1,FonePay,2024-10-26 13:08:52,1825,success,1191
PE000014532,T00013732,1,Cash,2025-06-05 17:18:17,1102,success,598
PE000014533,T00013733,1,Card,2024-03-15 17:45:03,1496,success,5986
PE000014534,T00013734,1,ConnectIPS,2024-11-24 18:08:40,1497,success,477
PE000014535,T00013735,1,IME Pay,2024-11-01 21:08:07,1450,success,51443
PE000014536,T00013736,1,IME Pay,2024-04-13 17:36:24,1488,success,6813
PE000014537,T00013737,1,FonePay,2024-03-10 06:46:32,1360,success,3431
PE000014538,T00013738,1,eSewa,2024-08-27 17:27:06,786,success,2368
PE000014539,T00013739,1,eSewa,2025-06-20 22:13:13,1171,retry,4549
PE000014540,T00013739,2,eSewa,2025-06-20 22:13:19,1821,success,4549
PE000014541,T00013740,1,Cash,2025-01-15 16:01:33,917,success,4066
PE000014542,T00013741,1,FonePay,2026-03-26 19:58:18,1406,success,1250
PE000014543,T00013742,1,Card,2025-08-15 12:21:54,1794,success,6079
PE000014544,T00013743,1,IME Pay,2024-03-12 11:42:01,1467,success,7450
PE000014545,T00013744,1,FonePay,2025-12-24 12:02:01,1373,success,35885
PE000014546,T00013745,1,IME Pay,2024-04-14 07:46:54,2268,success,17854
PE000014547,T00013746,1,FonePay,2024-01-05 15:33:01,1389,success,7101
PE000014548,T00013747,1,IME Pay,2024-04-06 17:46:13,959,success,1624
PE000014549,T00013748,1,Khalti,2026-01-20 17:41:40,1208,retry,3000
PE000014550,T00013748,2,Khalti,2026-01-20 17:41:46,1438,retry,3000
PE000014551,T00013748,3,Khalti,2026-01-20 17:41:52,1829,success,3000
PE000014552,T00013749,1,IME Pay,2024-07-22 18:02:09,1465,success,10778
PE000014553,T00013750,1,Card,2025-07-25 19:16:40,1231,success,2104
PE000014554,T00013751,1,Khalti,2025-05-08 18:59:59,774,success,7728
PE000014555,T00013752,1,Khalti,2024-02-03 11:08:42,955,success,6787
PE000014556,T00013753,1,FonePay,2024-12-20 17:26:01,1528,success,9438
PE000014557,T00013754,1,IME Pay,2024-07-08 14:28:48,1456,success,6960
PE000014558,T00013755,1,eSewa,2024-09-01 19:08:08,2009,success,13572
PE000014559,T00013756,1,eSewa,2025-07-24 14:46:20,546,success,1462
PE000014560,T00013757,1,FonePay,2026-01-24 12:46:49,684,success,31926
PE000014561,T00013758,1,Cash,2025-05-09 09:56:50,1597,success,1799
PE000014562,T00013759,1,Card,2025-09-27 18:09:34,969,success,4921
PE000014563,T00013760,1,Cash,2025-11-20 15:16:09,1412,success,14315
PE000014564,T00013761,1,Khalti,2025-07-08 15:24:08,120,success,1749
PE000014565,T00013762,1,FonePay,2024-01-27 17:31:24,1667,success,9109
PE000014566,T00013763,1,FonePay,2024-06-16 12:30:05,1955,success,1661
PE000014567,T00013764,1,FonePay,2026-01-26 18:57:43,1237,success,125
PE000014568,T00013765,1,eSewa,2025-05-15 18:14:36,858,success,63
PE000014569,T00013766,1,Khalti,2026-03-06 16:08:46,1514,success,6195
PE000014570,T00013767,1,eSewa,2024-06-29 18:59:13,2234,success,444
PE000014571,T00013768,1,Card,2024-04-16 10:00:59,1965,success,12187
PE000014572,T00013769,1,Khalti,2025-04-05 21:01:40,1325,success,23753
PE000014573,T00013770,1,Khalti,2025-06-28 16:43:37,1826,success,1203
PE000014574,T00013771,1,eSewa,2025-09-01 18:21:47,733,success,2632
PE000014575,T00013772,1,FonePay,2024-09-01 19:34:57,1602,success,4017
PE000014576,T00013773,1,Khalti,2025-02-28 11:13:59,775,success,15415
PE000014577,T00013774,1,IME Pay,2024-05-25 14:48:37,896,success,2202
PE000014578,T00013775,1,Card,2025-04-13 17:37:03,2396,retry,8576
PE000014579,T00013775,2,Card,2025-04-13 17:37:09,1753,success,8576
PE000014580,T00013776,1,Khalti,2025-08-14 22:04:58,1233,success,12064
PE000014581,T00013777,1,Khalti,2025-05-25 11:40:27,1733,success,1705
PE000014582,T00013778,1,Cash,2024-12-29 20:24:33,2286,success,915
PE000014583,T00013779,1,Card,2025-12-27 17:48:23,1098,success,9500
PE000014584,T00013780,1,eSewa,2025-11-09 19:35:18,1171,success,1788
PE000014585,T00013781,1,eSewa,2025-04-05 07:42:17,1724,success,580
PE000014586,T00013782,1,Khalti,2024-11-02 07:11:09,1287,retry,10759
PE000014587,T00013782,2,Khalti,2024-11-02 07:11:15,733,retry,10759
PE000014588,T00013782,3,Khalti,2024-11-02 07:11:21,1188,success,10759
PE000014589,T00013783,1,IME Pay,2025-02-08 16:03:10,3178,success,11553
PE000014590,T00013784,1,Khalti,2025-02-24 17:48:46,2605,success,18546
PE000014591,T00013785,1,Card,2025-08-31 16:50:32,1109,success,2234
PE000014592,T00013786,1,Khalti,2025-08-10 16:20:36,1163,success,545
PE000014593,T00013787,1,Khalti,2025-06-23 13:00:19,1385,success,2745
PE000014594,T00013788,1,FonePay,2024-04-23 10:17:52,1518,success,5148
PE000014595,T00013789,1,Card,2025-12-09 11:24:21,1176,success,2691
PE000014596,T00013790,1,eSewa,2024-05-03 19:33:32,2246,retry,4320
PE000014597,T00013790,2,eSewa,2024-05-03 19:33:38,1539,success,4320
PE000014598,T00013791,1,Cash,2025-04-11 10:52:35,1065,success,1700
PE000014599,T00013792,1,Cash,2024-09-26 12:51:18,837,success,12004
PE000014600,T00013793,1,FonePay,2025-06-14 18:17:33,364,success,8224
PE000014601,T00013794,1,Card,2024-01-02 10:54:08,1849,success,79
PE000014602,T00013795,1,Khalti,2025-12-03 18:49:22,581,success,16732
PE000014603,T00013796,1,Card,2024-03-24 12:09:27,1612,success,1884
PE000014604,T00013797,1,Card,2024-12-08 13:40:38,2069,success,941
PE000014605,T00013798,1,Khalti,2024-12-21 20:56:34,1424,success,351
PE000014606,T00013799,1,eSewa,2024-03-31 20:27:05,1917,success,46953
PE000014607,T00013800,1,eSewa,2024-01-06 17:17:42,1754,success,918
PE000014608,T00013801,1,Khalti,2024-12-19 19:17:59,1971,success,9529
PE000014609,T00013802,1,eSewa,2024-02-25 12:11:26,605,success,133
PE000014610,T00013803,1,eSewa,2025-07-09 14:55:07,1878,success,4426
PE000014611,T00013804,1,FonePay,2024-08-17 16:20:27,956,success,3208
PE000014612,T00013805,1,Cash,2025-09-02 08:09:39,1763,success,59
PE000014613,T00013806,1,FonePay,2024-07-03 15:39:06,1541,success,4173
PE000014614,T00013807,1,eSewa,2025-04-13 19:54:07,450,success,34297
PE000014615,T00013808,1,eSewa,2024-05-31 08:32:57,1820,success,14217
PE000014616,T00013809,1,eSewa,2025-02-13 17:21:29,1436,success,4080
PE000014617,T00013810,1,eSewa,2024-04-09 08:32:20,1150,success,4192
PE000014618,T00013811,1,IME Pay,2026-03-22 19:07:17,1152,success,89
PE000014619,T00013812,1,FonePay,2025-07-27 17:01:27,1910,success,8840
PE000014620,T00013813,1,FonePay,2025-07-10 14:39:24,977,success,82
PE000014621,T00013814,1,Cash,2024-06-16 16:36:18,329,success,1220
PE000014622,T00013815,1,Card,2024-08-16 20:05:02,1914,retry,5238
PE000014623,T00013815,2,Card,2024-08-16 20:05:08,625,success,5238
PE000014624,T00013816,1,Card,2025-03-08 19:17:58,861,success,3887
PE000014625,T00013817,1,FonePay,2024-04-13 13:24:34,1506,success,7643
PE000014626,T00013818,1,Khalti,2024-05-26 22:38:06,1215,success,10969
PE000014627,T00013819,1,Cash,2025-08-01 13:47:44,2186,success,7456
PE000014628,T00013820,1,Cash,2026-03-18 09:45:53,1716,success,9280
PE000014629,T00013821,1,eSewa,2025-09-25 20:19:13,857,success,8437
PE000014630,T00013822,1,eSewa,2024-11-20 10:10:09,1377,success,852
PE000014631,T00013823,1,Khalti,2026-02-13 17:28:44,1853,success,9283
PE000014632,T00013824,1,eSewa,2025-08-16 11:29:30,215,success,50
PE000014633,T00013825,1,Cash,2024-10-27 08:22:17,1567,success,2566
PE000014634,T00013826,1,IME Pay,2025-03-03 10:16:12,2416,success,714
PE000014635,T00013827,1,Khalti,2025-07-27 19:09:39,1348,retry,4757
PE000014636,T00013827,2,Khalti,2025-07-27 19:09:45,2653,success,4757
PE000014637,T00013828,1,Cash,2025-04-03 20:12:07,1645,success,527
PE000014638,T00013829,1,ConnectIPS,2024-07-14 18:45:40,1381,success,7664
PE000014639,T00013830,1,IME Pay,2024-02-12 16:42:08,1390,success,6433
PE000014640,T00013831,1,eSewa,2025-03-28 15:50:38,1945,success,1733
PE000014641,T00013832,1,eSewa,2024-12-15 09:25:27,2508,success,2982
PE000014642,T00013833,1,Card,2025-01-05 16:52:26,1549,retry,10682
PE000014643,T00013833,2,Card,2025-01-05 16:52:32,850,success,10682
PE000014644,T00013834,1,eSewa,2024-12-25 10:25:16,663,success,455
PE000014645,T00013835,1,FonePay,2026-01-21 10:55:33,2076,retry,15262
PE000014646,T00013835,2,FonePay,2026-01-21 10:55:39,1765,success,15262
PE000014647,T00013836,1,Card,2026-01-21 18:58:14,1568,success,773
PE000014648,T00013837,1,Khalti,2024-10-01 17:27:18,2309,success,4007
PE000014649,T00013838,1,FonePay,2025-03-08 15:09:56,1018,success,2966
PE000014650,T00013839,1,Cash,2024-07-15 19:06:39,525,success,3108
PE000014651,T00013840,1,Card,2025-08-18 19:27:17,120,success,10052
PE000014652,T00013841,1,FonePay,2024-06-07 13:48:12,1216,success,9883
PE000014653,T00013842,1,Card,2026-01-11 11:37:56,1789,success,2824
PE000014654,T00013843,1,Card,2025-04-28 19:15:15,2133,success,9348
PE000014655,T00013844,1,eSewa,2026-02-12 17:40:32,374,success,14986
PE000014656,T00013845,1,Khalti,2025-07-07 15:27:21,1507,success,1558
PE000014657,T00013846,1,Khalti,2025-06-02 10:48:35,2295,success,2695
PE000014658,T00013847,1,Card,2025-02-10 12:28:20,1954,success,8941
PE000014659,T00013848,1,FonePay,2025-09-18 10:09:58,1223,success,9099
PE000014660,T00013849,1,IME Pay,2024-07-24 19:01:17,1288,success,2483
PE000014661,T00013850,1,Cash,2024-11-17 13:59:42,1672,success,1829
PE000014662,T00013851,1,Cash,2025-01-23 16:31:55,1697,success,2443
PE000014663,T00013852,1,Card,2024-06-25 14:08:53,2380,success,6001
PE000014664,T00013853,1,FonePay,2025-03-25 18:27:32,1665,success,2362
PE000014665,T00013854,1,Khalti,2024-07-13 16:48:28,3108,success,4449
PE000014666,T00013855,1,eSewa,2024-10-20 13:09:12,579,success,4780
PE000014667,T00013856,1,Khalti,2024-11-19 13:56:47,828,success,19740
PE000014668,T00013857,1,eSewa,2025-08-16 18:11:23,1548,retry,25085
PE000014669,T00013857,2,eSewa,2025-08-16 18:11:29,1801,success,25085
PE000014670,T00013858,1,eSewa,2024-05-24 15:28:11,2148,retry,21188
PE000014671,T00013858,2,eSewa,2024-05-24 15:28:17,1465,success,21188
PE000014672,T00013859,1,Khalti,2024-07-17 16:07:20,1101,success,4778
PE000014673,T00013860,1,ConnectIPS,2024-01-01 14:19:19,120,success,2929
PE000014674,T00013861,1,eSewa,2024-01-15 17:35:28,1168,success,11055
PE000014675,T00013862,1,FonePay,2025-06-17 17:30:24,858,success,3671
PE000014676,T00013863,1,Khalti,2024-05-25 14:40:20,425,success,6269
PE000014677,T00013864,1,Cash,2026-03-29 17:09:47,874,success,3823
PE000014678,T00013865,1,Khalti,2024-02-29 18:29:52,1379,success,1194
PE000014679,T00013866,1,IME Pay,2025-10-09 14:18:30,1212,success,7330
PE000014680,T00013867,1,Card,2025-01-11 16:04:41,1632,success,6291
PE000014681,T00013868,1,Card,2024-03-06 17:10:33,1172,success,728
PE000014682,T00013869,1,Card,2025-02-17 11:40:40,2443,success,3183
PE000014683,T00013870,1,ConnectIPS,2024-08-14 13:50:37,969,success,4708
PE000014684,T00013871,1,Khalti,2024-11-10 20:29:41,1090,success,1189
PE000014685,T00013872,1,eSewa,2024-04-01 19:52:22,1393,success,5763
PE000014686,T00013873,1,Card,2024-12-05 16:18:39,1548,success,8899
PE000014687,T00013874,1,Cash,2024-04-07 13:32:10,1874,success,1970
PE000014688,T00013875,1,Cash,2025-12-16 19:26:21,1806,success,1797
PE000014689,T00013876,1,eSewa,2025-01-11 12:35:44,1454,success,13656
PE000014690,T00013877,1,Khalti,2024-03-09 11:31:20,503,success,7250
PE000014691,T00013878,1,Cash,2024-01-17 17:33:24,1494,success,10220
PE000014692,T00013879,1,FonePay,2025-08-16 17:18:23,1793,success,2398
PE000014693,T00013880,1,FonePay,2025-09-24 18:30:30,588,success,6291
PE000014694,T00013881,1,IME Pay,2026-02-24 10:53:09,1583,success,5210
PE000014695,T00013882,1,Khalti,2024-03-07 09:07:43,1460,success,5087
PE000014696,T00013883,1,eSewa,2026-03-31 20:02:36,1475,success,5612
PE000014697,T00013884,1,eSewa,2024-04-28 22:50:27,2433,success,8212
PE000014698,T00013885,1,ConnectIPS,2024-05-05 17:22:57,752,success,3395
PE000014699,T00013886,1,FonePay,2024-09-28 19:11:34,1905,success,1721
PE000014700,T00013887,1,Cash,2024-01-12 11:07:01,829,success,52
PE000014701,T00013888,1,Cash,2024-11-25 16:46:21,1356,success,5397
PE000014702,T00013889,1,Khalti,2024-10-17 15:03:00,2438,success,17785
PE000014703,T00013890,1,Card,2025-03-03 19:34:23,1789,success,12025
PE000014704,T00013891,1,IME Pay,2025-07-01 11:47:46,1571,success,2297
PE000014705,T00013892,1,IME Pay,2024-09-01 08:32:37,637,success,483
PE000014706,T00013893,1,IME Pay,2025-11-30 14:33:16,2300,success,2236
PE000014707,T00013894,1,Cash,2024-02-17 09:26:12,949,success,12935
PE000014708,T00013895,1,Cash,2026-01-03 17:50:36,984,success,5568
PE000014709,T00013896,1,IME Pay,2024-06-29 11:39:18,1100,success,21314
PE000014710,T00013897,1,Cash,2025-08-16 13:35:38,1194,success,1254
PE000014711,T00013898,1,Card,2025-11-22 19:04:49,1242,success,10184
PE000014712,T00013899,1,IME Pay,2025-02-23 17:56:46,1497,success,9761
PE000014713,T00013900,1,Cash,2025-11-29 15:48:31,888,success,7824
PE000014714,T00013901,1,Cash,2024-01-28 17:15:47,895,success,28862
PE000014715,T00013902,1,ConnectIPS,2024-02-01 09:44:08,1908,success,7804
PE000014716,T00013903,1,eSewa,2024-12-04 16:49:28,1407,success,2462
PE000014717,T00013904,1,Card,2025-08-19 18:30:56,2037,success,23333
PE000014718,T00013905,1,IME Pay,2025-11-21 12:20:06,1077,success,3217
PE000014719,T00013906,1,Khalti,2024-01-27 16:02:02,579,success,510
PE000014720,T00013907,1,Cash,2025-03-02 15:59:47,2235,success,605
PE000014721,T00013908,1,Card,2024-02-09 17:32:23,1455,success,3584
PE000014722,T00013909,1,Khalti,2024-01-23 14:31:52,1684,success,19192
PE000014723,T00013910,1,ConnectIPS,2025-09-06 09:19:37,897,success,13655
PE000014724,T00013911,1,IME Pay,2024-10-01 09:06:19,2530,success,2594
PE000014725,T00013912,1,Khalti,2024-08-15 09:32:24,1075,retry,14542
PE000014726,T00013912,2,Khalti,2024-08-15 09:32:30,1299,success,14542
PE000014727,T00013913,1,FonePay,2024-07-21 16:22:10,870,success,209
PE000014728,T00013914,1,eSewa,2025-07-21 19:30:39,1750,success,2683
PE000014729,T00013915,1,Cash,2024-08-10 17:43:57,1481,success,2958
PE000014730,T00013916,1,eSewa,2024-07-27 18:36:55,874,success,5803
PE000014731,T00013917,1,FonePay,2025-04-04 16:14:23,1393,success,2166
PE000014732,T00013918,1,eSewa,2025-07-18 18:15:12,2197,success,9058
PE000014733,T00013919,1,eSewa,2025-11-02 17:43:07,214,success,1790
PE000014734,T00013920,1,eSewa,2024-03-15 09:33:40,1947,success,3153
PE000014735,T00013921,1,Card,2025-12-07 14:44:20,996,success,1802
PE000014736,T00013922,1,eSewa,2025-05-16 18:29:27,1322,success,6191
PE000014737,T00013923,1,eSewa,2024-02-23 17:05:50,1603,success,2567
PE000014738,T00013924,1,Cash,2024-12-14 17:26:30,441,success,1046
PE000014739,T00013925,1,Cash,2025-01-12 14:54:19,1396,success,1301
PE000014740,T00013926,1,IME Pay,2025-02-02 20:56:21,815,retry,2539
PE000014741,T00013926,2,IME Pay,2025-02-02 20:56:27,2276,success,2539
PE000014742,T00013927,1,Khalti,2024-12-15 10:39:52,1465,success,358
PE000014743,T00013928,1,Khalti,2025-04-29 17:54:40,1639,success,6218
PE000014744,T00013929,1,IME Pay,2024-05-24 20:22:06,2131,success,4428
PE000014745,T00013930,1,Cash,2025-10-31 08:33:26,954,success,20278
PE000014746,T00013931,1,Khalti,2026-03-19 19:22:08,1457,success,8718
PE000014747,T00013932,1,Cash,2024-08-14 20:13:55,1811,success,6182
PE000014748,T00013933,1,Khalti,2025-11-01 15:45:38,324,success,9520
PE000014749,T00013934,1,IME Pay,2025-01-08 20:00:15,799,success,12083
PE000014750,T00013935,1,Card,2024-04-20 09:25:54,1960,success,1758
PE000014751,T00013936,1,Khalti,2024-11-17 19:08:35,1997,success,31
PE000014752,T00013937,1,Khalti,2024-10-13 19:11:44,807,success,19889
PE000014753,T00013938,1,eSewa,2024-05-31 19:06:10,1826,success,1542
PE000014754,T00013939,1,FonePay,2026-01-13 08:56:14,1728,retry,2727
PE000014755,T00013939,2,FonePay,2026-01-13 08:56:20,308,success,2727
PE000014756,T00013940,1,Khalti,2024-12-22 15:55:54,1406,success,11476
PE000014757,T00013941,1,Khalti,2025-03-03 12:16:03,2226,success,9362
PE000014758,T00013942,1,Khalti,2024-01-03 17:49:30,1346,success,7639
PE000014759,T00013943,1,IME Pay,2025-04-19 18:37:16,606,success,3644
PE000014760,T00013944,1,eSewa,2025-01-08 18:22:50,2330,success,16464
PE000014761,T00013945,1,FonePay,2024-07-01 19:20:00,1705,success,8101
PE000014762,T00013946,1,eSewa,2024-02-15 18:26:24,2213,success,7667
PE000014763,T00013947,1,eSewa,2025-09-13 11:23:18,1824,success,11507
PE000014764,T00013948,1,Card,2024-01-22 18:10:28,1979,success,3355
PE000014765,T00013949,1,Card,2026-01-20 10:31:11,1402,success,19518
PE000014766,T00013950,1,ConnectIPS,2025-12-14 18:05:45,1634,success,514
PE000014767,T00013951,1,Khalti,2026-01-12 12:10:57,1418,success,229
PE000014768,T00013952,1,Cash,2025-08-21 19:52:45,1674,success,2202
